"","AGEG","STATE","SEX","IMPRACE","METSD","Freq","YEAR"
"11222","25-34","38","Male","NH White","Yes",1694.98522324778,2013
"11223","35-44","38","Male","NH White","Yes",3290.29136783346,2013
"11224","45-54","38","Male","NH White","Yes",7666.3495655441,2013
"11225","55-64","38","Male","NH White","Yes",12673.8354913415,2013
"11226",">65","38","Male","NH White","Yes",19244.9227486652,2013
"11227","18-24","39","Male","NH White","Yes",2728.05251538756,2013
"11228","25-34","39","Male","NH White","Yes",29554.5055558679,2013
"11229","35-44","39","Male","NH White","Yes",67678.7005956051,2013
"11230","45-54","39","Male","NH White","Yes",139286.257909109,2013
"11231","55-64","39","Male","NH White","Yes",207354.074233097,2013
"11232",">65","39","Male","NH White","Yes",250188.310648762,2013
"11233","18-24","40","Male","NH White","Yes",1595.24607861207,2013
"11234","25-34","40","Male","NH White","Yes",8089.8876280141,2013
"11235","35-44","40","Male","NH White","Yes",19152.8755292234,2013
"11236","45-54","40","Male","NH White","Yes",48206.7739517693,2013
"11237","55-64","40","Male","NH White","Yes",67571.6355651046,2013
"11238",">65","40","Male","NH White","Yes",94141.7843486106,2013
"11239","18-24","41","Male","NH White","Yes",1764.45750422975,2013
"11240","25-34","41","Male","NH White","Yes",6768.43563377478,2013
"11241","35-44","41","Male","NH White","Yes",16937.3899530365,2013
"11242","45-54","41","Male","NH White","Yes",45106.4747452679,2013
"11243","55-64","41","Male","NH White","Yes",66354.3562622211,2013
"11244",">65","41","Male","NH White","Yes",92973.5189296547,2013
"11245","18-24","42","Male","NH White","Yes",4370.29225282524,2013
"11246","25-34","42","Male","NH White","Yes",12981.8612248748,2013
"11247","35-44","42","Male","NH White","Yes",68270.1698855665,2013
"11248","45-54","42","Male","NH White","Yes",137451.406723275,2013
"11249","55-64","42","Male","NH White","Yes",225753.06489861,2013
"11250",">65","42","Male","NH White","Yes",309024.100212452,2013
"11251","18-24","44","Male","NH White","Yes",185.28778824899,2013
"11252","25-34","44","Male","NH White","Yes",1109.10991769701,2013
"11253","35-44","44","Male","NH White","Yes",6178.12665766507,2013
"11254","45-54","44","Male","NH White","Yes",13423.1018224702,2013
"11255","55-64","44","Male","NH White","Yes",18134.6608368972,2013
"11256",">65","44","Male","NH White","Yes",23782.2747098681,2013
"11257","18-24","45","Male","NH White","Yes",1045.86789602222,2013
"11258","25-34","45","Male","NH White","Yes",11020.9275583099,2013
"11259","35-44","45","Male","NH White","Yes",17102.5828032273,2013
"11260","45-54","45","Male","NH White","Yes",53694.6640315533,2013
"11261","55-64","45","Male","NH White","Yes",87137.0661853058,2013
"11262",">65","45","Male","NH White","Yes",105911.495582634,2013
"11263","18-24","46","Male","NH White","Yes",268.190364997382,2013
"11264","25-34","46","Male","NH White","Yes",1321.82440323349,2013
"11265","35-44","46","Male","NH White","Yes",2546.9538421255,2013
"11266","45-54","46","Male","NH White","Yes",8582.956028579,2013
"11267","55-64","46","Male","NH White","Yes",14980.2284825247,2013
"11268",">65","46","Male","NH White","Yes",23364.4863050555,2013
"11269","18-24","47","Male","NH White","Yes",0,2013
"11270","25-34","47","Male","NH White","Yes",31483.9245691051,2013
"11271","35-44","47","Male","NH White","Yes",31438.2942849915,2013
"11272","45-54","47","Male","NH White","Yes",89841.1625835931,2013
"11273","55-64","47","Male","NH White","Yes",94674.8644792174,2013
"11274",">65","47","Male","NH White","Yes",148293.987456285,2013
"11275","18-24","48","Male","NH White","Yes",3162.0444141672,2013
"11276","25-34","48","Male","NH White","Yes",31725.7447222905,2013
"11277","35-44","48","Male","NH White","Yes",98586.6789057272,2013
"11278","45-54","48","Male","NH White","Yes",214786.212005171,2013
"11279","55-64","48","Male","NH White","Yes",258923.66620503,2013
"11280",">65","48","Male","NH White","Yes",343106.318252534,2013
"11281","18-24","49","Male","NH White","Yes",1317.05052754728,2013
"11282","25-34","49","Male","NH White","Yes",5845.48181594919,2013
"11283","35-44","49","Male","NH White","Yes",12731.9657097382,2013
"11284","45-54","49","Male","NH White","Yes",21266.5769631926,2013
"11285","55-64","49","Male","NH White","Yes",35404.0012355855,2013
"11286",">65","49","Male","NH White","Yes",42945.9670074412,2013
"11287","18-24","50","Male","NH White","Yes",0,2013
"11288","25-34","50","Male","NH White","Yes",1045.92139197867,2013
"11289","35-44","50","Male","NH White","Yes",2209.60769930358,2013
"11290","45-54","50","Male","NH White","Yes",8501.80698053631,2013
"11291","55-64","50","Male","NH White","Yes",14154.1914982022,2013
"11292",">65","50","Male","NH White","Yes",18414.380595268,2013
"11293","18-24","51","Male","NH White","Yes",2137.45844129803,2013
"11294","25-34","51","Male","NH White","Yes",16334.3995593741,2013
"11295","35-44","51","Male","NH White","Yes",34850.6097016972,2013
"11296","45-54","51","Male","NH White","Yes",90191.0701304858,2013
"11297","55-64","51","Male","NH White","Yes",106029.687111098,2013
"11298",">65","51","Male","NH White","Yes",124759.270349616,2013
"11299","18-24","53","Male","NH White","Yes",2162.98908429021,2013
"11300","25-34","53","Male","NH White","Yes",9171.18107319302,2013
"11301","35-44","53","Male","NH White","Yes",25741.7975231862,2013
"11302","45-54","53","Male","NH White","Yes",67913.5054997803,2013
"11303","55-64","53","Male","NH White","Yes",98689.8486152398,2013
"11304",">65","53","Male","NH White","Yes",147172.868029278,2013
"11305","18-24","54","Male","NH White","Yes",1645.67301781696,2013
"11306","25-34","54","Male","NH White","Yes",7170.86763707428,2013
"11307","35-44","54","Male","NH White","Yes",15636.9004084305,2013
"11308","45-54","54","Male","NH White","Yes",33033.6563260696,2013
"11309","55-64","54","Male","NH White","Yes",45975.5299869317,2013
"11310",">65","54","Male","NH White","Yes",51791.9637174119,2013
"11311","18-24","55","Male","NH White","Yes",743.952181480646,2013
"11312","25-34","55","Male","NH White","Yes",6974.50955513244,2013
"11313","35-44","55","Male","NH White","Yes",31800.4257552999,2013
"11314","45-54","55","Male","NH White","Yes",75126.0227923904,2013
"11315","55-64","55","Male","NH White","Yes",89402.3469700554,2013
"11316",">65","55","Male","NH White","Yes",137339.399043661,2013
"11317","18-24","56","Male","NH White","Yes",321.938163339304,2013
"11318","25-34","56","Male","NH White","Yes",1237.30825920283,2013
"11319","35-44","56","Male","NH White","Yes",3246.47440888321,2013
"11320","45-54","56","Male","NH White","Yes",4935.72896736079,2013
"11321","55-64","56","Male","NH White","Yes",9540.24862360795,2013
"11322",">65","56","Male","NH White","Yes",12130.0491913499,2013
"11323","18-24","1","Female","NH White","Yes",0,2013
"11324","25-34","1","Female","NH White","Yes",10027.381743748,2013
"11325","35-44","1","Female","NH White","Yes",12728.3049516372,2013
"11326","45-54","1","Female","NH White","Yes",47352.4739967955,2013
"11327","55-64","1","Female","NH White","Yes",73253.1279402054,2013
"11328",">65","1","Female","NH White","Yes",123554.708800621,2013
"11329","18-24","2","Female","NH White","Yes",274.257433481022,2013
"11330","25-34","2","Female","NH White","Yes",1147.40228313356,2013
"11331","35-44","2","Female","NH White","Yes",1793.79007465262,2013
"11332","45-54","2","Female","NH White","Yes",5333.75499130441,2013
"11333","55-64","2","Female","NH White","Yes",6416.56670180093,2013
"11334",">65","2","Female","NH White","Yes",9527.07813818958,2013
"11335","18-24","4","Female","NH White","Yes",0,2013
"11336","25-34","4","Female","NH White","Yes",4340.26623372394,2013
"11337","35-44","4","Female","NH White","Yes",7819.66326398129,2013
"11338","45-54","4","Female","NH White","Yes",37157.842510528,2013
"11339","55-64","4","Female","NH White","Yes",72974.9915594985,2013
"11340",">65","4","Female","NH White","Yes",110363.361942298,2013
"11341","18-24","5","Female","NH White","Yes",3560.8214852285,2013
"11342","25-34","5","Female","NH White","Yes",2577.77958481933,2013
"11343","35-44","5","Female","NH White","Yes",9572.11002303251,2013
"11344","45-54","5","Female","NH White","Yes",28621.5156582047,2013
"11345","55-64","5","Female","NH White","Yes",40843.3166488682,2013
"11346",">65","5","Female","NH White","Yes",71041.2805072752,2013
"11347","18-24","6","Female","NH White","Yes",5521.08040507346,2013
"11348","25-34","6","Female","NH White","Yes",3284.80856206219,2013
"11349","35-44","6","Female","NH White","Yes",35166.7995475935,2013
"11350","45-54","6","Female","NH White","Yes",114133.814100127,2013
"11351","55-64","6","Female","NH White","Yes",269454.365860602,2013
"11352",">65","6","Female","NH White","Yes",423389.816223537,2013
"11353","18-24","8","Female","NH White","Yes",1832.1223028292,2013
"11354","25-34","8","Female","NH White","Yes",3382.02188915943,2013
"11355","35-44","8","Female","NH White","Yes",5769.30654219636,2013
"11356","45-54","8","Female","NH White","Yes",16036.9773801027,2013
"11357","55-64","8","Female","NH White","Yes",40159.9393525351,2013
"11358",">65","8","Female","NH White","Yes",76602.8642841301,2013
"11359","18-24","9","Female","NH White","Yes",518.480115300655,2013
"11360","25-34","9","Female","NH White","Yes",0,2013
"11361","35-44","9","Female","NH White","Yes",7622.94180907453,2013
"11362","45-54","9","Female","NH White","Yes",23278.4886373567,2013
"11363","55-64","9","Female","NH White","Yes",36519.4043444471,2013
"11364",">65","9","Female","NH White","Yes",85158.5482114947,2013
"11365","18-24","10","Female","NH White","Yes",275.572437920384,2013
"11366","25-34","10","Female","NH White","Yes",2067.96194957851,2013
"11367","35-44","10","Female","NH White","Yes",1293.96900831939,2013
"11368","45-54","10","Female","NH White","Yes",5648.75864508576,2013
"11369","55-64","10","Female","NH White","Yes",12153.5835804969,2013
"11370",">65","10","Female","NH White","Yes",20585.9826173514,2013
"11371","18-24","11","Female","NH White","Yes",0,2013
"11372","25-34","11","Female","NH White","Yes",459.24807220662,2013
"11373","35-44","11","Female","NH White","Yes",196.902141345927,2013
"11374","45-54","11","Female","NH White","Yes",348.038818248541,2013
"11375","55-64","11","Female","NH White","Yes",1829.50406149157,2013
"11376",">65","11","Female","NH White","Yes",3011.74846585387,2013
"11377","18-24","12","Female","NH White","Yes",1169.06490361559,2013
"11378","25-34","12","Female","NH White","Yes",15229.8332098112,2013
"11379","35-44","12","Female","NH White","Yes",36779.8358526128,2013
"11380","45-54","12","Female","NH White","Yes",106723.278288977,2013
"11381","55-64","12","Female","NH White","Yes",162274.578092326,2013
"11382",">65","12","Female","NH White","Yes",479744.612769605,2013
"11383","18-24","13","Female","NH White","Yes",0,2013
"11384","25-34","13","Female","NH White","Yes",5325.86361113199,2013
"11385","35-44","13","Female","NH White","Yes",27538.4431933586,2013
"11386","45-54","13","Female","NH White","Yes",84295.6221224895,2013
"11387","55-64","13","Female","NH White","Yes",104168.897203919,2013
"11388",">65","13","Female","NH White","Yes",162717.597605108,2013
"11389","18-24","15","Female","NH White","Yes",74.2689381490443,2013
"11390","25-34","15","Female","NH White","Yes",325.204259828934,2013
"11391","35-44","15","Female","NH White","Yes",400.011271503458,2013
"11392","45-54","15","Female","NH White","Yes",1825.55189329883,2013
"11393","55-64","15","Female","NH White","Yes",3373.09504551525,2013
"11394",">65","15","Female","NH White","Yes",5265.27523223426,2013
"11395","18-24","16","Female","NH White","Yes",431.219228021934,2013
"11396","25-34","16","Female","NH White","Yes",289.379801389961,2013
"11397","35-44","16","Female","NH White","Yes",4633.60790803725,2013
"11398","45-54","16","Female","NH White","Yes",10458.0108018863,2013
"11399","55-64","16","Female","NH White","Yes",18028.4090886551,2013
"11400",">65","16","Female","NH White","Yes",34581.3063805372,2013
"11401","18-24","17","Female","NH White","Yes",3155.69380697425,2013
"11402","25-34","17","Female","NH White","Yes",12346.9279475844,2013
"11403","35-44","17","Female","NH White","Yes",13882.7103559649,2013
"11404","45-54","17","Female","NH White","Yes",76704.8465325549,2013
"11405","55-64","17","Female","NH White","Yes",163413.686153777,2013
"11406",">65","17","Female","NH White","Yes",256632.730719044,2013
"11407","18-24","18","Female","NH White","Yes",0,2013
"11408","25-34","18","Female","NH White","Yes",5695.17093613345,2013
"11409","35-44","18","Female","NH White","Yes",25619.8405651672,2013
"11410","45-54","18","Female","NH White","Yes",70597.9664272209,2013
"11411","55-64","18","Female","NH White","Yes",100508.206984006,2013
"11412",">65","18","Female","NH White","Yes",176541.412513052,2013
"11413","18-24","19","Female","NH White","Yes",0,2013
"11414","25-34","19","Female","NH White","Yes",3536.55165028833,2013
"11415","35-44","19","Female","NH White","Yes",8868.66824818576,2013
"11416","45-54","19","Female","NH White","Yes",23898.5219426412,2013
"11417","55-64","19","Female","NH White","Yes",42652.5280330042,2013
"11418",">65","19","Female","NH White","Yes",92417.7741679701,2013
"11419","18-24","20","Female","NH White","Yes",422.072760810141,2013
"11420","25-34","20","Female","NH White","Yes",2808.45196274672,2013
"11421","35-44","20","Female","NH White","Yes",8855.58773345914,2013
"11422","45-54","20","Female","NH White","Yes",22096.4040718203,2013
"11423","55-64","20","Female","NH White","Yes",38683.2721196929,2013
"11424",">65","20","Female","NH White","Yes",64477.9554863836,2013
"11425","18-24","21","Female","NH White","Yes",0,2013
"11426","25-34","21","Female","NH White","Yes",10394.14239025,2013
"11427","35-44","21","Female","NH White","Yes",25311.0955036358,2013
"11428","45-54","21","Female","NH White","Yes",47423.31357889,2013
"11429","55-64","21","Female","NH White","Yes",88060.4745394187,2013
"11430",">65","21","Female","NH White","Yes",119177.872362847,2013
"11431","18-24","22","Female","NH White","Yes",1382.93140113155,2013
"11432","25-34","22","Female","NH White","Yes",3420.18696716867,2013
"11433","35-44","22","Female","NH White","Yes",20718.0355272783,2013
"11434","45-54","22","Female","NH White","Yes",36363.0922396519,2013
"11435","55-64","22","Female","NH White","Yes",53541.5108661959,2013
"11436",">65","22","Female","NH White","Yes",99419.2179480038,2013
"11437","18-24","23","Female","NH White","Yes",376.593926128346,2013
"11438","25-34","23","Female","NH White","Yes",1550.55123709884,2013
"11439","35-44","23","Female","NH White","Yes",4559.47630336684,2013
"11440","45-54","23","Female","NH White","Yes",12405.4479928608,2013
"11441","55-64","23","Female","NH White","Yes",22359.4955199203,2013
"11442",">65","23","Female","NH White","Yes",41143.5316950936,2013
"11443","18-24","24","Female","NH White","Yes",0,2013
"11444","25-34","24","Female","NH White","Yes",3488.5675752108,2013
"11445","35-44","24","Female","NH White","Yes",9136.13203460048,2013
